"","medium","ID","gemeente","weight1","medium_gemeente","gebruik","freq","app","blendle","facebook","krant","nieuwsb","podcast","radio","replica","site","teltekst","tv","twitter","weetniet","youtube"
"232442","nos",33245,"nijmegen",0.95182284806155,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232443","nos",88199,"amsterdam",0.906197566706999,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232444","nos",11556,"almere",1.09514958621869,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232445","nos",55292,"smallingerland",1.21693399652586,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232446","nos",44320,"roermond",1.50062529002671,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,1,0,0,0,0,0
"232448","nos",33134,"nijmegen",0.95182284806155,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232452","nos",11379,"almere",0.940301805881723,"landelijk",1,4,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232456","nos",11058,"almere",1.17104368139015,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,1,0,0,0,0,0
"232458","nos",11327,"almere",0.879361846186308,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232459","nos",55287,"smallingerland",0.79140772150439,"landelijk",1,7,0,NA,0,NA,1,0,0,NA,0,0,1,0,0,0
"232460","nos",44315,"roermond",0.766138087681291,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232462","nos",77610,"langedijk",0.743045781576525,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232463","nos",99376,"rotterdam",1.02417055319339,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232466","nos",22544,"enschede",1.11056849418776,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232468","nos",11046,"almere",0.83621210660842,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232470","nos",88130,"amsterdam",0.947416839487048,"landelijk",1,5,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232471","nos",22551,"enschede",0.833653609499695,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232472","nos",99272,"rotterdam",0.988012369639299,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232473","nos",77598,"langedijk",0.743045781576525,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232474","nos",99364,"rotterdam",0.988012369639299,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,1,1,0,1,0,0
"232475","nos",11060,"almere",0.83621210660842,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,1,1,1,0,0,0
"232478","nos",88453,"amsterdam",1.09211804895821,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232480","nos",11277,"almere",1.17104368139015,"landelijk",1,3,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232481","nos",77579,"langedijk",0.743045781576525,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232482","nos",11041,"almere",0.940301805881723,"landelijk",1,3,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232483","nos",11369,"almere",1.09514958621869,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232484","nos",88125,"amsterdam",1.04460325938323,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,1
"232485","nos",22546,"enschede",1.11056849418776,"landelijk",1,4,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232487","nos",88250,"amsterdam",0.947416839487048,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232489","nos",55218,"smallingerland",0.859226076233964,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232490","nos",22553,"enschede",1.3100070737263,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232492","nos",88533,"amsterdam",1.09211804895821,"landelijk",1,6,1,NA,1,NA,0,0,0,NA,0,0,1,0,0,0
"232493","nos",22442,"enschede",0.983363143468961,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232494","nos",88507,"amsterdam",1.09211804895821,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232495","nos",22534,"enschede",1.11056849418776,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,0,1,0,0
"232496","nos",77548,"langedijk",0.604305089175663,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,1,1,0,0,0
"232497","nos",99340,"rotterdam",0.924563889565911,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,1,1,0,0,0
"232499","nos",88205,"amsterdam",1.09211804895821,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232500","nos",22003,"enschede",0.935871537760698,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232501","nos",55298,"smallingerland",0.79140772150439,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232502","nos",22279,"enschede",0.793392238324074,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232503","nos",11260,"almere",0.879361846186308,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232504","nos",11345,"almere",0.940301805881723,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232505","nos",77595,"langedijk",0.893092265078127,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,0,1,1,0,0,0
"232506","nos",99361,"rotterdam",1.04689921533174,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232508","nos",88502,"amsterdam",1.09211804895821,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232509","nos",99519,"rotterdam",0.988012369639299,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232510","nos",44399,"roermond",0.890238561106325,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232511","nos",22234,"enschede",1.11056849418776,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232512","nos",33246,"nijmegen",0.95182284806155,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232513","nos",88200,"amsterdam",1.09211804895821,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232514","nos",11557,"almere",0.940301805881723,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232515","nos",55293,"smallingerland",0.859226076233964,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232517","nos",55267,"smallingerland",0.79140772150439,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232518","nos",33135,"nijmegen",0.765361480164152,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232520","nos",77163,"langedijk",0.604305089175663,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232522","nos",11380,"almere",0.879361846186308,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232523","nos",33142,"nijmegen",0.794532771832626,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232524","nos",22524,"enschede",0.935871537760698,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232525","nos",99330,"rotterdam",1.02417055319339,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232526","nos",11059,"almere",0.940301805881723,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,1,1,1,0,0,0
"232528","nos",11328,"almere",1.04141127627369,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232529","nos",55288,"smallingerland",0.79140772150439,"landelijk",1,5,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232530","nos",44316,"roermond",0.74177947080842,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232531","nos",33248,"nijmegen",1.11036090363886,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232532","nos",77611,"langedijk",0.743045781576525,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232533","nos",99377,"rotterdam",0.988012369639299,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232534","nos",88459,"amsterdam",0.947416839487048,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232535","nos",55059,"smallingerland",1.21693399652586,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232536","nos",22545,"enschede",1.11056849418776,"landelijk",1,6,1,NA,1,NA,0,0,0,NA,0,0,1,0,0,0
"232538","nos",11047,"almere",0.940301805881723,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232539","nos",99325,"rotterdam",0.924563889565911,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232541","nos",22552,"enschede",1.3100070737263,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232542","nos",99273,"rotterdam",0.988012369639299,"landelijk",1,4,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232543","nos",77599,"langedijk",1.09813478656974,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232544","nos",99365,"rotterdam",1.04689921533174,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232545","nos",11061,"almere",0.83621210660842,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232547","nos",33276,"nijmegen",0.765361480164152,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232548","nos",88454,"amsterdam",0.906197566706999,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232549","nos",55054,"smallingerland",0.975041314245575,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232551","nos",77580,"langedijk",0.604305089175663,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232553","nos",11370,"almere",0.940301805881723,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232555","nos",22547,"enschede",1.11056849418776,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232556","nos",99268,"rotterdam",0.988012369639299,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232558","nos",77167,"langedijk",1.09813478656974,"landelijk",1,7,1,NA,1,NA,0,0,1,NA,1,0,1,0,0,0
"232559","nos",55219,"smallingerland",1.21693399652586,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232561","nos",99065,"rotterdam",1.00993859986337,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232562","nos",88534,"amsterdam",1.09211804895821,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232563","nos",22443,"enschede",0.793392238324074,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,1,0,0
"232564","nos",88508,"amsterdam",1.09211804895821,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232567","nos",99341,"rotterdam",0.924563889565911,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232568","nos",11011,"almere",1.04141127627369,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232569","nos",88206,"amsterdam",1.09211804895821,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232570","nos",22004,"enschede",0.793392238324074,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,0,1,1,0,0,0
"232572","nos",22280,"enschede",1.11056849418776,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232574","nos",11346,"almere",0.879361846186308,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232575","nos",77596,"langedijk",0.893092265078127,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232578","nos",88503,"amsterdam",1.04460325938323,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232579","nos",99520,"rotterdam",1.02417055319339,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232580","nos",44400,"roermond",0.766138087681291,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232582","nos",22445,"enschede",0.833653609499695,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232583","nos",88201,"amsterdam",0.906197566706999,"landelijk",1,3,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232584","nos",22537,"enschede",0.833653609499695,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232585","nos",44348,"roermond",0.890238561106325,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232586","nos",44322,"roermond",0.890238561106325,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232590","nos",77164,"langedijk",1.09813478656974,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232591","nos",55216,"smallingerland",0.975041314245575,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232593","nos",33143,"nijmegen",0.916876647096828,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232595","nos",88255,"amsterdam",0.906197566706999,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232598","nos",99522,"rotterdam",0.988012369639299,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232599","nos",44343,"roermond",0.74177947080842,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232600","nos",11303,"almere",1.17104368139015,"landelijk",1,4,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232601","nos",33249,"nijmegen",0.765361480164152,"landelijk",1,6,1,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232602","nos",77612,"langedijk",0.604305089175663,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232603","nos",99378,"rotterdam",0.924563889565911,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232604","nos",88210,"amsterdam",0.947416839487048,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232605","nos",77586,"langedijk",0.604305089175663,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232607","nos",77619,"langedijk",0.743045781576525,"landelijk",1,3,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232609","nos",55303,"smallingerland",0.79140772150439,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232611","nos",11265,"almere",0.879361846186308,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232612","nos",33145,"nijmegen",0.794532771832626,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,1,1,0,0,0
"232613","nos",77600,"langedijk",0.604305089175663,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232615","nos",11062,"almere",0.879361846186308,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232616","nos",11246,"almere",0.879361846186308,"landelijk",1,7,1,NA,1,NA,0,0,0,NA,0,0,1,0,0,0
"232618","nos",55232,"smallingerland",1.38096474972391,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232619","nos",11069,"almere",0.83621210660842,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232621","nos",77614,"langedijk",0.743045781576525,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232622","nos",77555,"langedijk",0.604305089175663,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232623","nos",11371,"almere",0.83621210660842,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232625","nos",22548,"enschede",1.3100070737263,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232626","nos",11319,"almere",1.17104368139015,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232629","nos",55220,"smallingerland",0.975041314245575,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232630","nos",22555,"enschede",1.11056849418776,"landelijk",1,3,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232631","nos",99066,"rotterdam",1.04689921533174,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,1,1,0,0,0
"232632","nos",88535,"amsterdam",1.04460325938323,"landelijk",1,5,0,NA,0,NA,0,1,1,NA,0,0,1,0,0,0
"232637","nos",99342,"rotterdam",1.04689921533174,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232639","nos",88207,"amsterdam",0.906197566706999,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232640","nos",22005,"enschede",0.983363143468961,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232641","nos",55300,"smallingerland",1.21693399652586,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232642","nos",22281,"enschede",1.3100070737263,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232645","nos",77597,"langedijk",0.604305089175663,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232646","nos",99363,"rotterdam",1.04689921533174,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232648","nos",88504,"amsterdam",1.04460325938323,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232649","nos",99521,"rotterdam",1.02417055319339,"landelijk",1,7,1,NA,1,NA,0,0,0,NA,0,0,1,0,0,0
"232655","nos",44349,"roermond",0.766138087681291,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232656","nos",44323,"roermond",0.766138087681291,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232658","nos",77618,"langedijk",0.743045781576525,"landelijk",1,6,1,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232659","nos",55243,"smallingerland",0.859226076233964,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232661","nos",55217,"smallingerland",0.898081711232443,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232662","nos",11264,"almere",1.17104368139015,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232663","nos",33144,"nijmegen",0.765361480164152,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232664","nos",11323,"almere",0.83621210660842,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232665","nos",88256,"amsterdam",0.906197566706999,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232667","nos",11389,"almere",0.879361846186308,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,0,1,1,0,0,0
"232669","nos",44344,"roermond",0.890238561106325,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232670","nos",11304,"almere",1.09514958621869,"landelijk",1,5,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232672","nos",77613,"langedijk",0.893092265078127,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232673","nos",99379,"rotterdam",1.04689921533174,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232674","nos",88211,"amsterdam",1.09211804895821,"landelijk",1,4,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232675","nos",77587,"langedijk",1.49707465828579,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232676","nos",55271,"smallingerland",0.859226076233964,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,1,1,0,0,0
"232677","nos",77620,"langedijk",0.604305089175663,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232679","nos",55304,"smallingerland",1.21693399652586,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,1,1,1,0,0,0
"232681","nos",11266,"almere",1.09514958621869,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232682","nos",33146,"nijmegen",1.11036090363886,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232684","nos",99367,"rotterdam",0.958400055846518,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232685","nos",11063,"almere",1.09514958621869,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232688","nos",55233,"smallingerland",1.38096474972391,"landelijk",1,3,0,NA,1,NA,0,0,0,NA,1,0,1,0,0,0
"232689","nos",11070,"almere",1.09514958621869,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232690","nos",11280,"almere",1.17104368139015,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232691","nos",77615,"langedijk",0.743045781576525,"landelijk",1,5,1,NA,0,NA,0,0,1,NA,0,1,1,0,0,0
"232693","nos",11372,"almere",1.09514958621869,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232695","nos",22549,"enschede",0.935871537760698,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232696","nos",11320,"almere",1.09514958621869,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232698","nos",77169,"langedijk",0.604305089175663,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232699","nos",55221,"smallingerland",0.859226076233964,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232700","nos",22556,"enschede",1.11056849418776,"landelijk",1,4,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232702","nos",88536,"amsterdam",1.09211804895821,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,1,0,1,1,0,0
"232703","nos",99369,"rotterdam",1.02417055319339,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232704","nos",88510,"amsterdam",1.04460325938323,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232706","nos",77551,"langedijk",0.893092265078127,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232707","nos",99343,"rotterdam",1.00993859986337,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232710","nos",22006,"enschede",0.833653609499695,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232711","nos",55301,"smallingerland",0.898081711232443,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232712","nos",22282,"enschede",1.11056849418776,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232713","nos",11020,"almere",1.04141127627369,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232714","nos",11348,"almere",1.09514958621869,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232715","nos",77624,"langedijk",0.743045781576525,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,1,1,1,0,0,0
"232716","nos",55249,"smallingerland",1.21693399652586,"landelijk",1,7,1,NA,1,NA,0,0,1,NA,0,0,1,0,0,0
"232717","nos",77171,"langedijk",1.09813478656974,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,1,1,0,0,0
"232718","nos",88505,"amsterdam",1.04460325938323,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232719","nos",22558,"enschede",1.3100070737263,"landelijk",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232720","nos",44402,"roermond",0.86193429013466,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232722","nos",99371,"rotterdam",1.02417055319339,"landelijk",1,4,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232725","nos",44350,"roermond",0.890238561106325,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232726","nos",44324,"roermond",0.766138087681291,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232727","nos",11015,"almere",0.940301805881723,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0
"232728","nos",11402,"almere",1.09514958621869,"landelijk",1,7,0,NA,0,NA,0,0,1,NA,1,0,1,0,0,0
"232731","nos",44357,"roermond",0.74177947080842,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,1,1,0,0,0
"232733","nos",11409,"almere",0.940301805881723,"landelijk",1,7,1,NA,1,NA,0,0,0,NA,0,0,1,0,0,0
"232734","nos",77626,"langedijk",0.743045781576525,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232735","nos",44338,"roermond",0.766138087681291,"landelijk",1,7,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232737","nos",11390,"almere",0.879361846186308,"landelijk",1,7,1,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232739","nos",44345,"roermond",0.766138087681291,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232740","nos",11305,"almere",0.940301805881723,"landelijk",1,6,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232742","nos",11397,"almere",1.17104368139015,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,1,0,0,0,0,0
"232744","nos",88212,"amsterdam",0.95910950278246,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232745","nos",77588,"langedijk",1.49707465828579,"landelijk",1,6,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232746","nos",55272,"smallingerland",1.38096474972391,"landelijk",1,5,0,NA,0,NA,0,0,1,NA,0,0,1,0,0,0
"232747","nos",77621,"langedijk",0.743045781576525,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,1,0,1,0,0,0
"232748","nos",11050,"almere",0.879361846186308,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232749","nos",55305,"smallingerland",0.975041314245575,"landelijk",1,7,1,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232750","nos",44333,"roermond",0.766138087681291,"landelijk",1,6,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
"232751","nos",11267,"almere",1.17104368139015,"landelijk",1,5,0,NA,0,NA,0,0,0,NA,0,0,1,0,0,0
