"","medium","ID","gemeente","weight1","medium_gemeente","gebruik","freq","app","blendle","facebook","krant","nieuwsb","podcast","radio","replica","site","teltekst","tv","twitter","weetniet","youtube"
"5082","1limburg",44135,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5086","1limburg",44044,"roermond",1.74369936755954,"rmond",1,4,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5098","1limburg",44141,"roermond",0.74177947080842,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5101","1limburg",44050,"roermond",1.74369936755954,"rmond",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5105","1limburg",44046,"roermond",1.74369936755954,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5114","1limburg",44137,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5119","1limburg",44003,"roermond",0.766138087681291,"rmond",1,7,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"5129","1limburg",44013,"roermond",1.50062529002671,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5142","1limburg",44045,"roermond",0.766138087681291,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5149","1limburg",44328,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5152","1limburg",44136,"roermond",0.890238561106325,"rmond",1,4,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5153","1limburg",44158,"roermond",0.86193429013466,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5159","1limburg",44014,"roermond",1.74369936755954,"rmond",1,7,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5172","1limburg",44160,"roermond",0.890238561106325,"rmond",1,6,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5175","1limburg",44068,"roermond",0.74177947080842,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5178","1limburg",44016,"roermond",0.74177947080842,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5190","1limburg",44151,"roermond",0.890238561106325,"rmond",1,2,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5196","1limburg",44169,"roermond",0.890238561106325,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5209","1limburg",44153,"roermond",0.766138087681291,"rmond",1,7,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5210","1limburg",44002,"roermond",0.86193429013466,"rmond",1,6,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5223","1limburg",44159,"roermond",1.74369936755954,"rmond",1,6,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5236","1limburg",44147,"roermond",0.766138087681291,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5245","1limburg",44069,"roermond",0.86193429013466,"rmond",1,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0
"5252","1limburg",44326,"roermond",1.74369936755954,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5259","1limburg",44005,"roermond",0.766138087681291,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5266","1limburg",44170,"roermond",0.766138087681291,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5285","1limburg",44172,"roermond",1.74369936755954,"rmond",1,3,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5289","1limburg",44330,"roermond",0.890238561106325,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5294","1limburg",44278,"roermond",1.74369936755954,"rmond",1,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5298","1limburg",44167,"roermond",0.74177947080842,"rmond",1,5,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5303","1limburg",44325,"roermond",1.50062529002671,"rmond",1,4,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5306","1limburg",44148,"roermond",0.890238561106325,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5308","1limburg",44332,"roermond",0.890238561106325,"rmond",1,7,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5310","1limburg",44063,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5315","1limburg",44070,"roermond",0.890238561106325,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5326","1limburg",44091,"roermond",0.74177947080842,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5329","1limburg",44006,"roermond",0.890238561106325,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5337","1limburg",44020,"roermond",0.86193429013466,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5348","1limburg",44008,"roermond",0.890238561106325,"rmond",1,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5364","1limburg",44279,"roermond",1.50062529002671,"rmond",1,7,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5396","1limburg",44092,"roermond",0.86193429013466,"rmond",1,7,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5399","1limburg",44066,"roermond",0.74177947080842,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5401","1limburg",44283,"roermond",1.50062529002671,"rmond",1,7,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5406","1limburg",44290,"roermond",1,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5407","1limburg",44021,"roermond",0.890238561106325,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5418","1limburg",44009,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5420","1limburg",44285,"roermond",0.890238561106325,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5430","1limburg",44181,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5434","1limburg",44280,"roermond",1.50062529002671,"rmond",1,7,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5446","1limburg",44150,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5450","1limburg",44065,"roermond",0.890238561106325,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5477","1limburg",44022,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5481","1limburg",44239,"roermond",1.50062529002671,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5494","1limburg",44260,"roermond",1.74369936755954,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5513","1limburg",44354,"roermond",0.74177947080842,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0
"5536","1limburg",44094,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5537","1limburg",44245,"roermond",0.86193429013466,"rmond",1,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,1
"5546","1limburg",44292,"roermond",0.74177947080842,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5547","1limburg",44023,"roermond",0.74177947080842,"rmond",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5551","1limburg",44240,"roermond",1.74369936755954,"rmond",1,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5564","1limburg",44261,"roermond",1.50062529002671,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5565","1limburg",44176,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5566","1limburg",44025,"roermond",0.86193429013466,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5592","1limburg",44100,"roermond",0.890238561106325,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5595","1limburg",44074,"roermond",0.766138087681291,"rmond",1,5,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5606","1limburg",44095,"roermond",0.890238561106325,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5607","1limburg",44246,"roermond",1.50062529002671,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5634","1limburg",44262,"roermond",1.50062529002671,"rmond",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5653","1limburg",44356,"roermond",0.890238561106325,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5662","1limburg",44101,"roermond",0.74177947080842,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5665","1limburg",44075,"roermond",0.766138087681291,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5677","1limburg",44247,"roermond",1.74369936755954,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5691","1limburg",44242,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5704","1limburg",44263,"roermond",1.74369936755954,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5713","1limburg",44310,"roermond",0.74177947080842,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5732","1limburg",44102,"roermond",1.50062529002671,"rmond",1,7,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5766","1limburg",44342,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5774","1limburg",44264,"roermond",1.50062529002671,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5805","1limburg",44077,"roermond",0.86193429013466,"rmond",1,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5816","1limburg",44098,"roermond",0.766138087681291,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5836","1limburg",44343,"roermond",0.74177947080842,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5858","1limburg",44109,"roermond",0.890238561106325,"rmond",1,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5863","1limburg",44359,"roermond",0.74177947080842,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5875","1limburg",44078,"roermond",0.766138087681291,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5887","1limburg",44250,"roermond",1.74369936755954,"rmond",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5896","1limburg",44297,"roermond",0.74177947080842,"rmond",1,7,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5914","1limburg",44266,"roermond",1.50062529002671,"rmond",1,6,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5923","1limburg",44313,"roermond",0.74177947080842,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"5957","1limburg",44251,"roermond",1.74369936755954,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"5998","1limburg",44111,"roermond",0.74177947080842,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6012","1limburg",44106,"roermond",0.86193429013466,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6027","1limburg",44252,"roermond",1.50062529002671,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6036","1limburg",44299,"roermond",1.74369936755954,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6068","1limburg",44112,"roermond",1.74369936755954,"rmond",1,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6069","1limburg",44237,"roermond",0.74177947080842,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6073","1limburg",44362,"roermond",0.890238561106325,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6082","1limburg",44107,"roermond",0.766138087681291,"rmond",1,3,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6097","1limburg",44253,"roermond",0.766138087681291,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6116","1limburg",44347,"roermond",0.890238561106325,"rmond",1,6,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6133","1limburg",44316,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6152","1limburg",44108,"roermond",1.74369936755954,"rmond",1,2,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6153","1limburg",44233,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6155","1limburg",44082,"roermond",0.766138087681291,"rmond",1,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0
"6167","1limburg",44254,"roermond",0.890238561106325,"rmond",1,3,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6176","1limburg",44301,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6194","1limburg",44270,"roermond",0.74177947080842,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6237","1limburg",44255,"roermond",1.50062529002671,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6246","1limburg",44302,"roermond",0.890238561106325,"rmond",1,5,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6256","1limburg",44349,"roermond",0.766138087681291,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6270","1limburg",44193,"roermond",1.50062529002671,"rmond",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6283","1limburg",44365,"roermond",0.890238561106325,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6307","1limburg",44256,"roermond",1.50062529002671,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6334","1limburg",44272,"roermond",0.766138087681291,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6340","1limburg",44194,"roermond",1.74369936755954,"rmond",1,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6377","1limburg",44257,"roermond",1.74369936755954,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6425","1limburg",44039,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6466","1limburg",44352,"roermond",0.74177947080842,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6480","1limburg",44196,"roermond",0.766138087681291,"rmond",1,4,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6505","1limburg",44087,"roermond",0.890238561106325,"rmond",1,5,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6517","1limburg",44259,"roermond",1.74369936755954,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6544","1limburg",44275,"roermond",1.74369936755954,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6558","1limburg",44119,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6577","1limburg",44213,"roermond",0.890238561106325,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6581","1limburg",44463,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6608","1limburg",44479,"roermond",0.766138087681291,"rmond",1,3,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6620","1limburg",44198,"roermond",0.74177947080842,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6628","1limburg",44120,"roermond",0.86193429013466,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6633","1limburg",44370,"roermond",0.86193429013466,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0
"6651","1limburg",44464,"roermond",0.766138087681291,"rmond",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6667","1limburg",44433,"roermond",0.766138087681291,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,1,0,0
"6703","1limburg",44371,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6710","1limburg",44418,"roermond",0.890238561106325,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6748","1limburg",44481,"roermond",1.50062529002671,"rmond",1,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6787","1limburg",44216,"roermond",1.74369936755954,"rmond",1,7,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6791","1limburg",44466,"roermond",1.50062529002671,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6850","1limburg",44420,"roermond",0.766138087681291,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0
"6861","1limburg",44467,"roermond",1.74369936755954,"rmond",1,5,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6900","1limburg",44202,"roermond",0.890238561106325,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6904","1limburg",44452,"roermond",0.766138087681291,"rmond",1,4,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6908","1limburg",44124,"roermond",0.890238561106325,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"6913","1limburg",44374,"roermond",0.890238561106325,"rmond",1,7,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"6927","1limburg",44218,"roermond",0.766138087681291,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7048","1limburg",44126,"roermond",0.890238561106325,"rmond",1,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7053","1limburg",44376,"roermond",0.74177947080842,"rmond",1,7,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7071","1limburg",44470,"roermond",1.74369936755954,"rmond",1,4,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7087","1limburg",44439,"roermond",0.766138087681291,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7114","1limburg",44455,"roermond",0.766138087681291,"rmond",1,4,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7118","1limburg",44127,"roermond",0.766138087681291,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7130","1limburg",44424,"roermond",0.890238561106325,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7157","1limburg",44440,"roermond",0.890238561106325,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7180","1limburg",44206,"roermond",1.74369936755954,"rmond",1,2,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7184","1limburg",44456,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7211","1limburg",44472,"roermond",0.766138087681291,"rmond",1,7,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7250","1limburg",44207,"roermond",1.50062529002671,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7258","1limburg",44129,"roermond",1.74369936755954,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7270","1limburg",44426,"roermond",1.74369936755954,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7281","1limburg",44473,"roermond",1.74369936755954,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7328","1limburg",44130,"roermond",0.890238561106325,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7403","1limburg",44381,"roermond",0.86193429013466,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7417","1limburg",44225,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7421","1limburg",44475,"roermond",1.74369936755954,"rmond",1,4,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7460","1limburg",44210,"roermond",0.74177947080842,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0
"7464","1limburg",44460,"roermond",0.86193429013466,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7468","1limburg",44132,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7530","1limburg",44211,"roermond",0.890238561106325,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7534","1limburg",44461,"roermond",0.74177947080842,"rmond",1,3,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7538","1limburg",44133,"roermond",0.766138087681291,"rmond",1,5,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7550","1limburg",44430,"roermond",0.890238561106325,"rmond",1,7,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7557","1limburg",44227,"roermond",1.50062529002671,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7577","1limburg",44446,"roermond",0.766138087681291,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"7600","1limburg",44212,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7627","1limburg",44228,"roermond",1.74369936755954,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"7753","1limburg",44386,"roermond",0.74177947080842,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0
"7963","1limburg",44389,"roermond",0.86193429013466,"rmond",1,6,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"8103","1limburg",44391,"roermond",0.74177947080842,"rmond",1,6,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,1,0,1
"8173","1limburg",44392,"roermond",0.74177947080842,"rmond",1,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"8593","1limburg",44398,"roermond",0.74177947080842,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"8733","1limburg",44400,"roermond",0.766138087681291,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"9013","1limburg",44404,"roermond",0.766138087681291,"rmond",1,6,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"9433","1limburg",44410,"roermond",0.766138087681291,"rmond",1,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"9503","1limburg",44411,"roermond",0.890238561106325,"rmond",1,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,0,0
"9783","1limburg",44415,"roermond",0.74177947080842,"rmond",1,7,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
"10212","1twente",22565,"enschede",1.11056849418776,"en",1,4,0,NA,1,NA,NA,NA,0,NA,0,NA,0,0,0,0
"10275","1twente",22515,"enschede",0.793392238324074,"en",1,3,0,NA,0,NA,NA,NA,0,NA,0,NA,1,0,0,0
"10282","1twente",22566,"enschede",0.935871537760698,"en",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10453","1twente",22079,"enschede",0.935871537760698,"en",1,6,1,NA,0,NA,NA,NA,0,NA,0,NA,1,0,0,0
"10696","1twente",22532,"enschede",0.983363143468961,"en",1,5,0,NA,0,NA,NA,NA,0,NA,0,NA,1,0,0,0
"10737","1twente",22484,"enschede",1.11056849418776,"en",1,6,0,NA,1,NA,NA,NA,0,NA,1,NA,0,0,0,0
"10821","1twente",22539,"enschede",1.11056849418776,"en",1,2,0,NA,1,NA,NA,NA,0,NA,1,NA,0,0,0,0
"10914","1twente",22155,"enschede",0.983363143468961,"en",1,5,0,NA,0,NA,NA,NA,1,NA,1,NA,1,0,0,0
"10977","1twente",22510,"enschede",0.935871537760698,"en",1,6,0,NA,0,NA,NA,NA,0,NA,0,NA,1,0,0,0
"10984","1twente",22156,"enschede",0.833653609499695,"en",1,7,0,NA,0,NA,NA,NA,1,NA,1,NA,1,0,0,0
"10998","1twente",22302,"enschede",1.3100070737263,"en",1,7,1,NA,1,NA,NA,NA,1,NA,1,NA,1,0,0,0
"11000","1twente",22427,"enschede",0.983363143468961,"en",1,6,0,NA,0,NA,NA,NA,0,NA,0,NA,1,0,0,0
"11047","1twente",22511,"enschede",0.935871537760698,"en",1,4,0,NA,0,NA,NA,NA,0,NA,0,NA,1,0,0,0
"11068","1twente",22303,"enschede",1.3100070737263,"en",1,7,1,NA,1,NA,NA,NA,1,NA,1,NA,1,0,0,0
"11101","1twente",22543,"enschede",1.3100070737263,"en",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11103","1twente",22241,"enschede",0.983363143468961,"en",1,5,0,NA,0,NA,NA,NA,1,NA,0,NA,1,0,0,0
"11120","1twente",22210,"enschede",0.833653609499695,"en",1,5,0,NA,0,NA,NA,NA,0,NA,0,NA,1,0,0,0
