"","ID","gemeente","weight1","geslacht","leeftijd","opleiding","gezin","vertrouwen","nieuwsinteresse","intr_nieuws_buurt","intr_nieuws_stad","intr_nieuws_landelijk","intr_nieuws_internationaal","intr_nieuws_gr18","stem_gr2014","stem_gr2014b","stem_2017","stemkans_gr18","stemintentie_gr18","stemintentie_gr18b","stem_gr18","stem_moment","stem_plan","sr_niet","referendum","stem_gr18b"
"1046",33171,"nijmegen",0.765361480164152,2,66,"lbo",2,0,-0.2,0.5,0.5,-0.5,-0.5,-1,"Ik heb blanco gestemd","Ik heb blanco gestemd","50PLUS","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"(lokaal) Stemmen heeft nauwelijks/ geen zin","Ik heb niet gestemd","Ik heb niet gestemd"
"1047",88115,"amsterdam",0.917381517197433,1,70,"mavo",2,0,0.7,1,1,0.5,0.5,0.5,"VVD","VVD","VVD","Waarschijnlijk wel","D66","D66","VVD","In het stemhokje","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb tegen gestemd","VVD"
"1048",11213,"almere",0.940301805881723,1,34,"bachelor",4,0.166666666666667,-0.2,-0.5,-0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","VVD","Waarschijnlijk niet","VVD","VVD","VVD","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","VVD"
"1049",22164,"enschede",0.983363143468961,1,75,"mavo",2,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"PvdA","PvdA","PvdA","Zeker wel","PvdA","PvdA","Burgerbelangen Enschede (BBE)","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"1050",22165,"enschede",0.833653609499695,2,68,"mavo",2,0.166666666666667,0.3,0.5,0.5,0.5,0.5,-0.5,"PvdA","PvdA","PvdA","Zeker wel","PvdA","PvdA","Burgerbelangen Enschede (BBE)","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"1051",33172,"nijmegen",1.33017405341258,1,41,"master",5,-0.333333333333333,0.2,0.5,0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","CDA","Weet niet","Weet ik niet meer","Weet ik niet meer","Zeg ik liever niet","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","Zeg ik liever niet"
"1052",33173,"nijmegen",1.11036090363886,2,38,"master",5,0.333333333333333,0.3,0.5,0.5,0.5,0.5,-0.5,"Weet ik niet meer","Weet ik niet meer","CDA","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1053",77034,"langedijk",0.893092265078127,2,71,"lbo",2,0,-0.1,0.5,0.5,-0.5,-0.5,-0.5,"CDA","CDA","VVD","Waarschijnlijk wel","CDA","CDA",NA,NA,NA,NA,NA,NA
"1054",88116,"amsterdam",0.906197566706999,1,59,"bachelor",2,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"VVD","VVD","VVD","Zeker wel","VVD","VVD","VVD","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","VVD"
"1055",99133,"rotterdam",0.924563889565911,1,73,"bachelor",2,0.5,0.7,1,1,0.5,0.5,0.5,"Seniorenpartij Rotterdam","lokaal","VVD","Zeker wel","Leefbaar Rotterdam","lokaal","GroenLinks","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","GroenLinks"
"1056",11214,"almere",0.83621210660842,1,65,"mavo",2,0,0.1,0.5,0.5,0.5,-0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Waarschijnlijk niet","Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,"Ik ga nooit stemmen, heb nog nooit gestemd","Ik heb niet gestemd","Ik heb niet gestemd"
"1057",99134,"rotterdam",1.00993859986337,1,64,"lbo",2,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,"SP","SP","SP","Waarschijnlijk wel","SP","SP","50Plus","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","50Plus"
"1058",55100,"smallingerland",0.898081711232443,2,66,"mbo",1,-0.166666666666667,0.7,0.5,1,1,0.5,0.5,"Eérste Lokale Partij","lokaal","VVD","Zeker wel","Eérste Lokale Partij","lokaal","Eérste Lokale Partij","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"1059",44107,"roermond",0.766138087681291,1,46,"mbo",5,0,0.2,0.5,0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,"Ik ga nooit stemmen, heb nog nooit gestemd","Ik heb niet gestemd","Ik heb niet gestemd"
"1060",44108,"roermond",1.74369936755954,2,19,"mbo",5,0.166666666666667,0.2,0.5,0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,NA,NA,NA,NA
"1061",11215,"almere",0.879361846186308,1,51,"mbo",2,-0.166666666666667,0.8,1,1,1,0.5,0.5,"D66","D66","D66","Zeker wel","Weet ik niet meer","Weet ik niet meer","ChristenUnie","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","ChristenUnie"
"1062",55101,"smallingerland",0.859226076233964,1,47,"mbo",4,-0.666666666666667,0.3,0.5,0.5,0.5,-0.5,0.5,"Weet ik niet meer","Weet ik niet meer","Partij voor de Dieren","Zeker wel","Weet ik niet meer","Weet ik niet meer","Eérste Lokale Partij","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"1063",55102,"smallingerland",1.38096474972391,2,32,"mbo",4,-0.666666666666667,-0.1,1,0.5,-0.5,-1,-0.5,"Weet ik niet meer","Weet ik niet meer","SP","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1064",11216,"almere",0.940301805881723,1,34,"mbo",3,-0.333333333333333,0.5,1,0.5,0.5,-0.5,1,"PVV","PVV","Andere partij, namelijk:","Zeker wel","PVV","PVV",NA,NA,NA,NA,NA,NA
"1065",88117,"amsterdam",0.906197566706999,1,64,"mavo",2,-1,0.7,0.5,0.5,1,1,0.5,"Partij van de Ouderen","lokaal","PVV","Zeker wel","Forum voor Democratie","Forum voor Democratie",NA,NA,NA,NA,NA,NA
"1066",99135,"rotterdam",0.988012369639299,1,18,"bachelor",4,-0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","Leefbaar Rotterdam","In het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"1067",44109,"roermond",0.890238561106325,2,53,"mavo",1,0.166666666666667,0.7,1,1,0.5,0.5,0.5,"Liberale Volkspartij Roermond (LVR)","lokaal","VVD","Zeker wel","Liberale Volkspartij Roermond (LVR)","lokaal","Liberale Volkspartij Roermond (LVR)","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"1068",22166,"enschede",0.983363143468961,1,70,"lbo",2,-0.166666666666667,-0.1,0.5,0.5,-0.5,-0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","50PLUS","Weet niet","Zeg ik liever niet","Zeg ik liever niet","Burgerbelangen Enschede (BBE)","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Wil ik niet zeggen","lokaal"
"1069",99136,"rotterdam",0.924563889565911,1,80,"mbo",1,-0.666666666666667,0.6,0.5,1,0.5,0.5,0.5,"Leefbaar Rotterdam","lokaal","PVV","Zeker wel","PVV","PVV","Leefbaar Rotterdam","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"1070",88118,"amsterdam",1.09211804895821,2,33,"master",1,0.333333333333333,0.3,0.5,0.5,0.5,0.5,-0.5,"D66","D66","PvdA","Zeker wel","Weet ik niet meer","Weet ik niet meer","Partij voor de Dieren (PvdD)","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","Partij voor de Dieren (PvdD)"
"1071",11217,"almere",0.940301805881723,1,29,"mbo",3,-0.5,0.7,0.5,1,1,0.5,0.5,"VVD","VVD","D66","Zeker wel","D66","D66","Zeg ik liever niet","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","Zeg ik liever niet"
"1072",11218,"almere",1.09514958621869,2,49,"bachelor",2,-0.666666666666667,0.3,0.5,-0.5,0.5,0.5,0.5,"PVV","PVV","PVV","Zeker wel","PVV","PVV","PVV","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","PVV"
"1073",11219,"almere",1.04141127627369,2,67,"master",2,-0.666666666666667,0.3,0.5,0.5,0.5,-0.5,0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Uit protest/ onvrede over gevoerd beleid/ huidige gang van zaken","Ik heb niet gestemd","Ik heb niet gestemd"
"1074",77035,"langedijk",1.49707465828579,1,25,"bachelor",4,-0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"Ik heb niet gestemd","Ik heb niet gestemd","CDA","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1075",99137,"rotterdam",1.04689921533174,2,50,"mbo",3,-0.5,0.3,0.5,0.5,0.5,0.5,-0.5,"Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)","Partij voor de Dieren","Waarschijnlijk wel","Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)",NA,NA,NA,NA,NA,NA
"1076",99138,"rotterdam",0.958400055846518,2,75,"master",2,0.166666666666667,0.8,0.5,1,1,1,0.5,"VVD","VVD","VVD","Zeker wel","VVD","VVD","Leefbaar Rotterdam","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"1077",44110,"roermond",0.766138087681291,1,48,"mbo",1,-0.166666666666667,0.2,-0.5,0.5,1,0.5,-0.5,"Weet ik niet meer","Weet ik niet meer","Forum voor Democratie","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1078",44111,"roermond",0.74177947080842,1,69,"mbo",1,0.5,0.9,1,1,1,1,0.5,"Liberale Volkspartij Roermond (LVR)","lokaal","50PLUS","Zeker wel","Liberale Volkspartij Roermond (LVR)","lokaal","Liberale Volkspartij Roermond (LVR)","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"1079",44112,"roermond",1.74369936755954,2,35,"master",4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"PvdA","PvdA","PvdA","Zeker wel","PvdA","PvdA",NA,NA,NA,NA,NA,NA
"1080",33174,"nijmegen",0.95182284806155,1,47,"bachelor",2,-1,-0.3,-1,-0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","PVV","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,"(lokaal) Stemmen heeft nauwelijks/ geen zin","Ik heb niet gestemd","Ik heb niet gestemd"
"1081",33175,"nijmegen",0.794532771832626,2,46,"bachelor",2,-1,-0.2,-0.5,0.5,0.5,-0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","PVV","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,"(lokaal) Stemmen heeft nauwelijks/ geen zin","Ik heb niet gestemd","Ik heb niet gestemd"
"1082",33176,"nijmegen",0.794532771832626,2,63,"mbo",4,-0.333333333333333,0.2,1,0.5,0.5,-0.5,-0.5,"Zeg ik liever niet","Zeg ik liever niet","Zeg ik liever niet","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1083",33177,"nijmegen",0.95182284806155,1,62,"mbo",4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"Zeg ik liever niet","Zeg ik liever niet","Zeg ik liever niet","Zeker wel","Zeg ik liever niet","Zeg ik liever niet",NA,NA,NA,NA,NA,NA
"1084",33178,"nijmegen",1.33017405341258,1,34,"mbo",4,0.166666666666667,0.6,0.5,1,0.5,0.5,0.5,"Zeg ik liever niet","Zeg ik liever niet","PVV","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1085",33179,"nijmegen",1.33017405341258,1,31,"mbo",4,-0.666666666666667,0.7,1,0.5,0.5,1,0.5,"PvdA","PvdA","PVV","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1086",22167,"enschede",0.935871537760698,1,45,"lbo",3,0,0.2,0.5,0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,"Ik ga nooit stemmen, heb nog nooit gestemd","Ik heb niet gestemd","Ik heb niet gestemd"
"1087",22168,"enschede",1.11056849418776,2,34,"lbo",3,0,0.3,0.5,0.5,0.5,0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,"Ik vind gemeenteraadsverkiezingen onbelangrijk/ heb me er niet in verdiept","Ik heb niet gestemd","Ik heb niet gestemd"
"1088",33180,"nijmegen",1.33017405341258,1,39,"bachelor",4,0.166666666666667,0.8,1,0.5,1,1,0.5,"SP","SP","D66","Zeker wel","Weet ik niet meer","Weet ik niet meer","GroenLinks","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"1089",33181,"nijmegen",1.11036090363886,2,38,"bachelor",4,0,0.7,0.5,0.5,1,1,0.5,"GroenLinks","GroenLinks","D66","Zeker wel","SP","SP",NA,NA,NA,NA,NA,NA
"1090",22169,"enschede",0.983363143468961,1,66,"mbo",2,0.333333333333333,1,1,1,1,1,1,"GroenLinks","GroenLinks","PVV","Zeker wel","GroenLinks","GroenLinks",NA,NA,NA,NA,NA,NA
"1091",22170,"enschede",0.793392238324074,2,57,"mbo",2,-0.166666666666667,0.7,1,1,0.5,0.5,0.5,"Burgerbelangen Enschede (BBE)","lokaal","PVV","Zeker wel","PVV","PVV",NA,NA,NA,NA,NA,NA
"1092",99139,"rotterdam",1.02417055319339,2,30,"lbo",3,-0.166666666666667,-0.1,0.5,0.5,-0.5,-0.5,-0.5,"SP","SP","SP","Waarschijnlijk wel","SP","SP","Ik heb niet gestemd",NA,NA,"Geen of te weinig verschillen tussen partijen/ ik ken de programma’s/ kandidaten/ standpunten niet","Ik heb niet gestemd","Ik heb niet gestemd"
"1093",22171,"enschede",1.3100070737263,1,38,"bachelor",5,0.166666666666667,0.4,0.5,1,0.5,0.5,-0.5,"CDA","CDA","D66","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"1094",22172,"enschede",1.11056849418776,2,34,"bachelor",5,0,0.3,0.5,0.5,0.5,0.5,-0.5,"CDA","CDA","CDA","Waarschijnlijk wel","CDA","CDA","Burgerbelangen Enschede (BBE)","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"1095",88119,"amsterdam",0.95910950278246,2,68,"mbo",2,-0.166666666666667,0.8,1,1,1,0.5,0.5,"PvdA","PvdA","PvdA","Zeker wel","PvdA","PvdA",NA,NA,NA,NA,NA,NA
"1096",44113,"roermond",0.74177947080842,1,70,"mbo",2,-0.5,0.5,1,1,-0.5,0.5,0.5,"Demokraten Swalmen (DS)","lokaal","GroenLinks","Zeker wel","Demokraten Swalmen (DS)","lokaal","Demokraten Swalmen (DS)","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"1097",44114,"roermond",0.86193429013466,2,68,"mbo",2,0.166666666666667,0.7,1,1,0.5,0.5,0.5,"Demokraten Swalmen (DS)","lokaal","GroenLinks","Zeker wel","Partij voor Leefbaarheid en Democratie (PVLD)","lokaal","GroenLinks","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","GroenLinks"
"1098",33182,"nijmegen",0.765361480164152,2,68,"bachelor",2,0,-0.3,1,0.5,-1,-1,-1,"Ik heb niet gestemd","Ik heb niet gestemd","PVV","Weet niet","Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,"Ik vind gemeenteraadsverkiezingen onbelangrijk/ heb me er niet in verdiept","Ik heb niet gestemd","Ik heb niet gestemd"
"1099",33183,"nijmegen",0.916876647096828,1,67,"bachelor",2,-0.166666666666667,0.7,1,1,0.5,0.5,0.5,"Ik heb niet gestemd","Ik heb niet gestemd","PVV","Waarschijnlijk wel","Gewoon Nijmegen","lokaal","Ik heb niet gestemd",NA,NA,"Ik vind gemeenteraadsverkiezingen onbelangrijk/ heb me er niet in verdiept","Ik heb niet gestemd","Ik heb niet gestemd"
"1100",22173,"enschede",0.793392238324074,2,49,"mavo",3,-0.166666666666667,0.3,1,1,0.5,-0.5,-0.5,"Weet ik niet meer","Weet ik niet meer","SP","Weet niet","Weet ik niet meer","Weet ik niet meer","PvdA","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","PvdA"
"1101",99140,"rotterdam",1.00993859986337,1,56,"master",2,1,0.6,0.5,1,0.5,0.5,0.5,"VVD","VVD","VVD","Zeker wel","VVD","VVD","VVD","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","VVD"
"1102",99141,"rotterdam",1.02417055319339,2,20,"mavo",4,0.166666666666667,0.8,1,0.5,1,1,0.5,"Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Ik heb niet gestemd","Zeker wel","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Ik ben het helemaal vergeten/ had geen tijd of gelegenheid","Ik heb niet gestemd","Ik heb niet gestemd"
"1103",99142,"rotterdam",1.02417055319339,2,29,"vwo",3,-0.166666666666667,-0.1,0.5,0.5,-0.5,-0.5,-0.5,"Leefbaar Rotterdam","lokaal","50PLUS","Zeker wel","50Plus","50Plus","50Plus","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","50Plus"
"1104",88120,"amsterdam",0.95910950278246,2,70,"bachelor",1,0.833333333333333,0.5,0.5,0.5,0.5,0.5,0.5,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","GroenLinks","GroenLinks","GroenLinks","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"1105",33184,"nijmegen",0.765361480164152,2,68,"master",2,0.333333333333333,0.1,-0.5,-0.5,1,1,-0.5,"D66","D66","D66","Zeker wel","GroenLinks","GroenLinks","GroenLinks","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"1106",33185,"nijmegen",0.95182284806155,1,64,"master",2,0.5,0.7,0.5,0.5,1,1,0.5,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","Weet ik niet meer","Weet ik niet meer","GroenLinks","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"1107",66017,"bunschoten",0.65412002316781,1,57,"lbo",5,-0.166666666666667,0.9,0.5,1,1,1,1,"Christelijke Arbeiders Partij","lokaal","PVV","Zeker wel","Christelijke Arbeiders Partij","lokaal","Christelijke Arbeiders Partij","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"1108",44115,"roermond",0.74177947080842,1,73,"bachelor",2,0.666666666666667,0.8,1,0.5,1,1,0.5,"CDA","CDA","CDA","Zeker wel","CDA","CDA","CDA","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","CDA"
"1109",22174,"enschede",0.935871537760698,1,54,"mbo",4,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,"Burgerbelangen Enschede (BBE)","lokaal","50PLUS","Waarschijnlijk wel","Burgerbelangen Enschede (BBE)","lokaal","Burgerbelangen Enschede (BBE)","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"1110",22175,"enschede",1.3100070737263,1,22,"mbo",4,-0.833333333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","Burgerbelangen Enschede (BBE)","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"1111",22176,"enschede",1.3100070737263,1,20,"mbo",4,-1,-0.6,-0.5,-0.5,-0.5,-0.5,-1,"Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Weet niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Ik vind gemeenteraadsverkiezingen onbelangrijk/ heb me er niet in verdiept","Ik heb niet gestemd","Ik heb niet gestemd"
"1112",22177,"enschede",0.793392238324074,2,50,"mbo",4,-1,-0.9,-1,-1,-1,-0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd","Burgerbelangen Enschede (BBE)","Circa een maand voor de verkiezingen","Ik was van plan om niet te gaan stemmen, maar heb uiteindelijk toch gestemd",NA,"Ik heb voor gestemd","lokaal"
"1113",22178,"enschede",0.793392238324074,2,54,"vwo",4,0,-0.2,-0.5,-0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","D66","Weet niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Ik ben het helemaal vergeten/ had geen tijd of gelegenheid","Ik heb niet gestemd","Ik heb niet gestemd"
"1114",33186,"nijmegen",0.95182284806155,1,64,"vwo",2,-0.333333333333333,0.6,0.5,0.5,1,0.5,0.5,"SP","SP","VVD","Zeker wel","VVD","VVD","SP","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","SP"
"1115",88121,"amsterdam",0.947416839487048,2,57,"mbo",1,-0.666666666666667,0,-0.5,0.5,0.5,0.5,-1,"GroenLinks","GroenLinks","GroenLinks","Waarschijnlijk wel","50Plus","50Plus",NA,NA,NA,NA,NA,NA
"1116",88122,"amsterdam",0.947416839487048,2,60,"zegikniet",1,0.166666666666667,0.1,-0.5,-0.5,1,1,-0.5,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","GroenLinks","GroenLinks","GroenLinks","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"1117",11220,"almere",1.09514958621869,2,45,"basis",1,0,0.3,0.5,0.5,0.5,0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Ik ga nooit stemmen, heb nog nooit gestemd","Ik heb niet gestemd","Ik heb niet gestemd"
"1118",77036,"langedijk",0.743045781576525,1,54,"mavo",4,0.166666666666667,0.3,0.5,0.5,0.5,0.5,-0.5,"VVD","VVD","VVD","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","CDA","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","CDA"
"1119",77037,"langedijk",1.09813478656974,2,47,"mavo",4,-0.166666666666667,-0.2,0.5,0.5,-0.5,-0.5,-1,"Dorpsbelang Langedijk","lokaal","VVD","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","CDA","In het stemhokje","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb voor gestemd","CDA"
"1120",77038,"langedijk",2.21250130357724,2,19,"mavo",4,0.166666666666667,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,"Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Ten tijde van de vorige verkiezingen was ik te jong om te stemmen","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer","CDA","In het stemhokje","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb voor gestemd","CDA"
"1121",99143,"rotterdam",0.958400055846518,2,70,"bachelor",2,0.666666666666667,1,1,1,1,1,1,"D66","D66","D66","Zeker wel","Weet ik niet meer","Weet ik niet meer","GroenLinks","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"1122",99144,"rotterdam",1.00993859986337,1,55,"mbo",2,-0.166666666666667,0.4,0.5,0.5,1,0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Forum voor Democratie","Waarschijnlijk niet","Leefbaar Rotterdam","lokaal","Leefbaar Rotterdam","Circa een week voor de verkiezingen","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb niet gestemd","lokaal"
"1123",99145,"rotterdam",0.988012369639299,1,23,"mbo",5,-0.833333333333333,-0.1,-0.5,-0.5,0.5,0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","GroenLinks","Waarschijnlijk wel","GroenLinks","GroenLinks",NA,NA,NA,NA,NA,NA
"1124",66018,"bunschoten",0.658385254746918,1,67,"lbo",2,-0.333333333333333,1,1,1,1,1,1,"SGP","SGP","Forum voor Democratie","Zeker wel","SGP","SGP","SGP","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","SGP"
"1125",66019,"bunschoten",1.07462409018958,2,66,"lbo",2,-0.166666666666667,0.4,1,0.5,0.5,-0.5,0.5,"CDA","CDA","CDA","Zeker wel","CDA","CDA","SGP","weet ik niet meer","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","SGP"
